code,value
ITI13,289925.0
ITI14,988068.0
ITI15,259657.0
ITI16,325749.0
ITI17,418439.0
ITI18,333240.0
ITI19,259460.0
ITI1A,215005.0
ITI2,851473.0
ITI21,636188.0
ITI22,215285.0
ITI3,1480545.0
ITI31,349558.0
ITI32,461503.0
ITI33,302030.0
ITI34,200497.0
ITI35,166957.0
ITI4,5709178.0
ITI41,307405.0
ITI42,149766.0
ITI43,4222648.0
ITI44,566698.0
ITI45,462661.0
LI,40886.0
LI0,40886.0
LI00,40886.0
LI000,40886.0
LT,2890664.0
LT0,2890664.0
LT01,876727.0
LT011,876727.0
LT02,2013937.0
LT021,132919.0
LT022,587511.0
LT023,343862.0
LT024,133360.0
LT025,207017.0
LT026,266736.0
LT027,89946.0
LT028,129884.0
LT029,122702.0
LU,681973.0
LU0,681973.0
LU00,681973.0
LU000,681973.0
LV,1860565.0
LV0,1860565.0
LV00,1860565.0
LV005,239362.0
LV009,221931.0
LV00A,850455.0
LV00B,274798.0
LV00C,274019.0
ME,623327.0
ME0,623327.0
ME00,623327.0
ME000,623327.0
MK,1822612.0
MK0,1822612.0
MK00,1822612.0
MK001,136145.0
MK002,146395.0
MK003,175743.0
MK004,145850.0
MK005,206400.0
MK006,252077.0
MK007,151869.0
MK008,608133.0
MT,574250.0
MT0,574250.0
MT00,574250.0
MT001,532997.0
MT002,41253.0
NL,18044027.0
NL1,1773584.0
NL11,602833.0
NL112,44795.0
NL114,139191.0
NL115,418847.0
NL12,664222.0
NL126,191480.0
NL127,329973.0
NL128,142769.0
NL13,506529.0
NL131,197110.0
NL132,171587.0
NL133,137832.0
NL2,3813542.0
NL21,1195789.0
NL211,390259.0
NL212,161927.0
NL213,643603.0
NL22,2161358.0
NL221,726891.0
NL224,257163.0
NL225,407957.0
NL226,769347.0
NL23,456395.0
NL230,456395.0
NL3,8657526.0
NL32,2992016.0
NL321,388726.0
NL323,202491.0
NL325,179249.0
NL327,245683.0
NL328,257706.0
NL32A,237347.0
NL32B,1480814.0
NL34,392969.0
NL341,106125.0
NL342,286844.0
NL35,1409144.0
NL350,1409144.0
NL36,3863397.0
NL361,923493.0
NL362,246512.0
NL363,447601.0
NL364,382794.0
NL365,351846.0
NL366,1511151.0
NL4,3799375.0
NL41,2664047.0
NL411,653955.0
NL414,816291.0
NL415,511970.0
NL416,681831.0
NL42,1135328.0
NL421,291387.0
NL422,243792.0
NL423,600149.0
NO,5594340.0
NO0,5594340.0
NO02,377556.0
NO020,377556.0
NO06,486815.0
NO060,486815.0
NO07,489103.0
NO071,243582.0
NO072,170479.0
NO073,75042.0
NO08,2050625.0
NO081,724290.0
NO083,314407.0
NO084,740680.0
NO085,271248.0
NO09,758122.0
NO092,322188.0
NO093,258071.0
NO094,177863.0
NO0A,1432119.0
NO0A1,504496.0
NO0A2,655210.0
NO0A3,272413.0
NO0B,0.0
NO0B1,0.0
NO0B2,0.0
PL,36497495.0
PL2,7510458.0
PL21,3319792.0
PL213,798719.0
PL214,757831.0
PL217,421304.0
PL218,510746.0
PL219,318460.0
PL21A,512732.0
PL22,4190666.0
PL224,471593.0
PL225,638022.0
PL227,580514.0
PL228,398258.0
PL229,422023.0
PL22A,672672.0
PL22B,624177.0
PL22C,383407.0
PL4,5949043.0
PL41,3433354.0
PL411,380310.0
PL414,617476.0
PL415,532887.0
PL416,637755.0
PL417,541062.0
PL418,723864.0
PL42,1571895.0
PL424,382393.0
PL426,330149.0
PL427,373579.0
PL428,485774.0
PL43,943794.0
PL431,358621.0
PL432,585173.0
PL5,3683074.0
PL51,2798300.0
PL514,672400.0
PL515,503919.0
PL516,415243.0
PL517,570996.0
PL518,635742.0
PL52,884774.0
PL523,329909.0
PL524,554865.0
PL6,5504196.0
PL61,1920440.0
PL613,739881.0
PL616,356076.0
PL617,330095.0
PL618,171925.0
PL619,322463.0
PL62,1286015.0
PL621,472672.0
PL622,559272.0
PL623,254071.0
PL63,2297741.0
PL633,743681.0
PL634,635034.0
PL636,309653.0
PL637,212687.0
PL638,396686.0
PL7,3425297.0
PL71,2312616.0
PL711,641392.0
PL712,384855.0
PL713,538482.0
PL714,414009.0
PL715,333878.0
PL72,1112681.0
PL721,684787.0
PL722,427894.0
PL8,4941317.0
